user_id,variant,session_ts,converted,revenue,pre_sessions_14d,pre_converted_14d
779,B,2025-02-01 15:00:00,0,0.0,6,3
883,B,2025-02-01 15:00:00,0,0.0,10,3
946,A,2025-02-01 15:00:00,0,0.0,2,0
1021,A,2025-02-01 15:00:00,0,0.0,5,1
1101,A,2025-02-01 15:00:00,0,0.0,1,1
1144,B,2025-02-01 15:00:00,0,0.0,6,1
1189,B,2025-02-01 15:00:00,0,0.0,2,0
1245,A,2025-02-01 15:00:00,0,0.0,4,1
1729,A,2025-02-01 15:00:00,1,7.764691891551977,2,0
1800,B,2025-02-01 15:00:00,0,0.0,5,0
9,B,2025-02-01 16:00:00,0,0.0,3,0
75,A,2025-02-01 16:00:00,0,0.0,9,2
280,B,2025-02-01 16:00:00,0,0.0,3,1
389,A,2025-02-01 16:00:00,0,0.0,6,1
398,B,2025-02-01 16:00:00,1,15.107941356546773,4,0
531,A,2025-02-01 16:00:00,0,0.0,6,0
868,A,2025-02-01 16:00:00,0,0.0,5,0
894,B,2025-02-01 16:00:00,1,10.171732023560859,9,5
1122,A,2025-02-01 16:00:00,0,0.0,6,2
1212,B,2025-02-01 16:00:00,0,0.0,1,0
1585,A,2025-02-01 16:00:00,0,0.0,7,1
1612,A,2025-02-01 16:00:00,0,0.0,4,1
1776,B,2025-02-01 16:00:00,0,0.0,5,0
1848,A,2025-02-01 16:00:00,0,0.0,9,0
1864,A,2025-02-01 16:00:00,0,0.0,5,0
174,A,2025-02-01 17:00:00,0,0.0,2,2
290,A,2025-02-01 17:00:00,0,0.0,4,0
385,A,2025-02-01 17:00:00,0,0.0,3,1
528,B,2025-02-01 17:00:00,0,0.0,6,0
559,A,2025-02-01 17:00:00,0,0.0,6,1
671,B,2025-02-01 17:00:00,0,0.0,4,1
820,B,2025-02-01 17:00:00,0,0.0,7,1
870,B,2025-02-01 17:00:00,0,0.0,2,1
1000,B,2025-02-01 17:00:00,0,0.0,3,0
1015,A,2025-02-01 17:00:00,0,0.0,4,1
1026,B,2025-02-01 17:00:00,0,0.0,3,0
1704,B,2025-02-01 17:00:00,0,0.0,4,1
1820,B,2025-02-01 17:00:00,0,0.0,8,3
1853,A,2025-02-01 17:00:00,0,0.0,6,0
1871,A,2025-02-01 17:00:00,0,0.0,6,1
1941,B,2025-02-01 17:00:00,0,0.0,5,1
99,A,2025-02-01 18:00:00,0,0.0,8,0
135,B,2025-02-01 18:00:00,0,0.0,2,0
220,A,2025-02-01 18:00:00,1,5.996902411561214,6,1
269,A,2025-02-01 18:00:00,0,0.0,3,1
314,A,2025-02-01 18:00:00,1,11.552180565378528,6,3
399,B,2025-02-01 18:00:00,0,0.0,11,0
736,A,2025-02-01 18:00:00,1,18.732527471663023,7,1
823,B,2025-02-01 18:00:00,0,0.0,3,0
843,B,2025-02-01 18:00:00,0,0.0,2,0
853,B,2025-02-01 18:00:00,0,0.0,5,1
1769,B,2025-02-01 18:00:00,1,9.000704535632291,4,1
1789,A,2025-02-01 18:00:00,0,0.0,6,0
1891,B,2025-02-01 18:00:00,0,0.0,5,1
153,A,2025-02-01 19:00:00,0,0.0,4,1
154,A,2025-02-01 19:00:00,0,0.0,2,0
216,A,2025-02-01 19:00:00,0,0.0,5,0
299,B,2025-02-01 19:00:00,0,0.0,5,1
506,A,2025-02-01 19:00:00,0,0.0,7,2
596,A,2025-02-01 19:00:00,0,0.0,4,0
689,B,2025-02-01 19:00:00,0,0.0,4,0
749,B,2025-02-01 19:00:00,0,0.0,3,0
836,A,2025-02-01 19:00:00,0,0.0,1,0
921,A,2025-02-01 19:00:00,0,0.0,9,1
1010,B,2025-02-01 19:00:00,0,0.0,2,0
1032,B,2025-02-01 19:00:00,0,0.0,8,0
1046,B,2025-02-01 19:00:00,0,0.0,2,2
1072,B,2025-02-01 19:00:00,0,0.0,4,0
1097,A,2025-02-01 19:00:00,0,0.0,1,0
1182,A,2025-02-01 19:00:00,0,0.0,5,1
1429,B,2025-02-01 19:00:00,0,0.0,9,0
1603,A,2025-02-01 19:00:00,0,0.0,7,1
1774,B,2025-02-01 19:00:00,0,0.0,8,0
1800,B,2025-02-01 19:00:00,0,0.0,5,0
18,B,2025-02-01 20:00:00,0,0.0,4,1
36,A,2025-02-01 20:00:00,0,0.0,5,0
46,A,2025-02-01 20:00:00,0,0.0,3,1
134,A,2025-02-01 20:00:00,0,0.0,5,0
146,B,2025-02-01 20:00:00,0,0.0,6,0
308,A,2025-02-01 20:00:00,0,0.0,3,0
444,A,2025-02-01 20:00:00,0,0.0,4,0
747,B,2025-02-01 20:00:00,0,0.0,4,0
1020,A,2025-02-01 20:00:00,0,0.0,2,0
1042,A,2025-02-01 20:00:00,0,0.0,5,1
1065,A,2025-02-01 20:00:00,0,0.0,4,1
1097,A,2025-02-01 20:00:00,0,0.0,1,0
1138,B,2025-02-01 20:00:00,0,0.0,4,1
1276,A,2025-02-01 20:00:00,0,0.0,10,1
1529,B,2025-02-01 20:00:00,0,0.0,8,2
1825,A,2025-02-01 20:00:00,0,0.0,5,0
1836,A,2025-02-01 20:00:00,0,0.0,6,0
1842,A,2025-02-01 20:00:00,0,0.0,2,0
18,B,2025-02-02 09:00:00,0,0.0,4,1
44,A,2025-02-02 09:00:00,0,0.0,3,0
173,B,2025-02-02 09:00:00,0,0.0,7,0
187,B,2025-02-02 09:00:00,0,0.0,4,1
269,A,2025-02-02 09:00:00,1,5.044034103353077,3,1
362,A,2025-02-02 09:00:00,0,0.0,4,0
651,B,2025-02-02 09:00:00,0,0.0,7,1
682,B,2025-02-02 09:00:00,0,0.0,6,0
1188,A,2025-02-02 09:00:00,0,0.0,4,2
1198,B,2025-02-02 09:00:00,0,0.0,2,0
1419,A,2025-02-02 09:00:00,0,0.0,3,1
1459,A,2025-02-02 09:00:00,0,0.0,7,1
1462,A,2025-02-02 09:00:00,0,0.0,3,2
1514,A,2025-02-02 09:00:00,0,0.0,6,0
1602,B,2025-02-02 09:00:00,0,0.0,4,1
1645,A,2025-02-02 09:00:00,0,0.0,3,0
1842,A,2025-02-02 09:00:00,0,0.0,2,0
1974,B,2025-02-02 09:00:00,0,0.0,8,0
1989,A,2025-02-02 09:00:00,0,0.0,8,1
81,B,2025-02-02 10:00:00,0,0.0,7,2
162,B,2025-02-02 10:00:00,0,0.0,3,0
234,A,2025-02-02 10:00:00,0,0.0,4,0
455,B,2025-02-02 10:00:00,0,0.0,1,0
523,B,2025-02-02 10:00:00,0,0.0,6,0
606,A,2025-02-02 10:00:00,0,0.0,3,0
637,A,2025-02-02 10:00:00,0,0.0,7,1
681,B,2025-02-02 10:00:00,0,0.0,2,0
697,A,2025-02-02 10:00:00,0,0.0,4,1
850,A,2025-02-02 10:00:00,0,0.0,8,0
865,A,2025-02-02 10:00:00,0,0.0,6,0
1235,B,2025-02-02 10:00:00,0,0.0,5,0
1401,B,2025-02-02 10:00:00,0,0.0,3,1
1521,B,2025-02-02 10:00:00,0,0.0,2,0
1659,B,2025-02-02 10:00:00,0,0.0,6,1
1726,B,2025-02-02 10:00:00,1,16.644257212412025,6,3
1784,B,2025-02-02 10:00:00,0,0.0,5,0
1836,A,2025-02-02 10:00:00,0,0.0,6,0
1841,A,2025-02-02 10:00:00,0,0.0,5,3
1978,A,2025-02-02 10:00:00,0,0.0,5,0
141,A,2025-02-02 11:00:00,0,0.0,5,0
180,A,2025-02-02 11:00:00,0,0.0,7,0
318,A,2025-02-02 11:00:00,0,0.0,4,1
352,A,2025-02-02 11:00:00,0,0.0,5,0
363,A,2025-02-02 11:00:00,0,0.0,2,0
398,B,2025-02-02 11:00:00,0,0.0,4,0
658,B,2025-02-02 11:00:00,0,0.0,7,1
706,A,2025-02-02 11:00:00,0,0.0,2,0
823,B,2025-02-02 11:00:00,0,0.0,3,0
984,A,2025-02-02 11:00:00,0,0.0,7,0
1319,A,2025-02-02 11:00:00,0,0.0,3,0
1478,B,2025-02-02 11:00:00,0,0.0,3,0
1534,B,2025-02-02 11:00:00,0,0.0,9,0
1556,B,2025-02-02 11:00:00,0,0.0,5,0
1576,B,2025-02-02 11:00:00,0,0.0,1,0
1709,B,2025-02-02 11:00:00,0,0.0,2,0
1833,B,2025-02-02 11:00:00,0,0.0,6,0
78,A,2025-02-02 12:00:00,0,0.0,2,0
215,A,2025-02-02 12:00:00,0,0.0,8,3
352,A,2025-02-02 12:00:00,0,0.0,5,0
484,B,2025-02-02 12:00:00,0,0.0,3,0
670,A,2025-02-02 12:00:00,0,0.0,5,0
695,A,2025-02-02 12:00:00,1,10.135679121910048,3,0
745,B,2025-02-02 12:00:00,0,0.0,4,1
810,A,2025-02-02 12:00:00,0,0.0,5,0
1045,A,2025-02-02 12:00:00,0,0.0,11,1
1118,B,2025-02-02 12:00:00,0,0.0,6,1
1242,B,2025-02-02 12:00:00,0,0.0,3,0
1258,A,2025-02-02 12:00:00,0,0.0,5,1
1328,B,2025-02-02 12:00:00,0,0.0,6,1
1397,A,2025-02-02 12:00:00,0,0.0,3,0
1606,B,2025-02-02 12:00:00,0,0.0,9,1
1813,B,2025-02-02 12:00:00,0,0.0,6,0
175,A,2025-02-02 13:00:00,0,0.0,4,0
196,B,2025-02-02 13:00:00,0,0.0,7,1
261,B,2025-02-02 13:00:00,0,0.0,6,0
325,A,2025-02-02 13:00:00,0,0.0,3,0
449,B,2025-02-02 13:00:00,0,0.0,11,1
544,B,2025-02-02 13:00:00,0,0.0,12,4
747,B,2025-02-02 13:00:00,0,0.0,4,0
940,B,2025-02-02 13:00:00,0,0.0,5,0
1086,A,2025-02-02 13:00:00,0,0.0,4,1
1441,B,2025-02-02 13:00:00,0,0.0,4,0
1498,A,2025-02-02 13:00:00,0,0.0,2,0
1844,B,2025-02-02 13:00:00,0,0.0,11,1
1893,B,2025-02-02 13:00:00,0,0.0,3,1
48,A,2025-02-02 14:00:00,0,0.0,4,0
343,B,2025-02-02 14:00:00,0,0.0,6,0
575,B,2025-02-02 14:00:00,1,9.769304092449472,2,0
921,A,2025-02-02 14:00:00,0,0.0,9,1
1047,A,2025-02-02 14:00:00,0,0.0,9,0
1323,B,2025-02-02 14:00:00,0,0.0,5,1
1415,B,2025-02-02 14:00:00,0,0.0,7,1
1623,A,2025-02-02 14:00:00,0,0.0,3,1
1686,A,2025-02-02 14:00:00,0,0.0,6,1
147,A,2025-02-02 15:00:00,0,0.0,4,0
424,A,2025-02-02 15:00:00,0,0.0,7,0
512,A,2025-02-02 15:00:00,0,0.0,2,0
865,A,2025-02-02 15:00:00,0,0.0,6,0
993,B,2025-02-02 15:00:00,0,0.0,6,0
1149,B,2025-02-02 15:00:00,0,0.0,5,1
1239,B,2025-02-02 15:00:00,0,0.0,8,0
1450,B,2025-02-02 15:00:00,0,0.0,7,1
1565,A,2025-02-02 15:00:00,1,14.05800770610869,5,0
1570,B,2025-02-02 15:00:00,0,0.0,5,0
1621,A,2025-02-02 15:00:00,0,0.0,10,1
1664,A,2025-02-02 15:00:00,0,0.0,7,0
1712,B,2025-02-02 15:00:00,0,0.0,5,1
1793,B,2025-02-02 15:00:00,0,0.0,8,2
1945,B,2025-02-02 15:00:00,0,0.0,8,1
365,A,2025-02-02 16:00:00,0,0.0,4,2
691,A,2025-02-02 16:00:00,0,0.0,3,0
767,A,2025-02-02 16:00:00,0,0.0,3,0
785,B,2025-02-02 16:00:00,0,0.0,5,2
959,A,2025-02-02 16:00:00,0,0.0,7,1
966,B,2025-02-02 16:00:00,0,0.0,2,0
1040,B,2025-02-02 16:00:00,0,0.0,7,1
1057,B,2025-02-02 16:00:00,0,0.0,6,0
1176,A,2025-02-02 16:00:00,0,0.0,5,0
1264,A,2025-02-02 16:00:00,0,0.0,4,0
1400,A,2025-02-02 16:00:00,0,0.0,2,1
1476,A,2025-02-02 16:00:00,0,0.0,6,2
1646,B,2025-02-02 16:00:00,0,0.0,2,0
1735,B,2025-02-02 16:00:00,0,0.0,2,1
1761,A,2025-02-02 16:00:00,0,0.0,6,2
1772,B,2025-02-02 16:00:00,0,0.0,5,3
1782,A,2025-02-02 16:00:00,0,0.0,8,1
7,B,2025-02-02 17:00:00,0,0.0,2,1
207,A,2025-02-02 17:00:00,0,0.0,3,1
269,A,2025-02-02 17:00:00,0,0.0,3,1
302,B,2025-02-02 17:00:00,0,0.0,1,0
448,B,2025-02-02 17:00:00,0,0.0,5,1
486,B,2025-02-02 17:00:00,0,0.0,6,3
539,B,2025-02-02 17:00:00,0,0.0,4,2
812,B,2025-02-02 17:00:00,0,0.0,5,2
821,B,2025-02-02 17:00:00,0,0.0,4,0
1298,A,2025-02-02 17:00:00,0,0.0,5,2
1492,A,2025-02-02 17:00:00,0,0.0,5,0
1831,B,2025-02-02 17:00:00,0,0.0,4,0
1990,A,2025-02-02 17:00:00,0,0.0,6,1
442,A,2025-02-02 18:00:00,0,0.0,4,0
489,B,2025-02-02 18:00:00,0,0.0,2,0
692,A,2025-02-02 18:00:00,0,0.0,6,0
804,B,2025-02-02 18:00:00,0,0.0,7,0
982,B,2025-02-02 18:00:00,1,19.04835769869648,2,1
1104,A,2025-02-02 18:00:00,1,14.309974765392216,2,1
1133,B,2025-02-02 18:00:00,1,6.643526427761056,6,2
1212,B,2025-02-02 18:00:00,0,0.0,1,0
1368,B,2025-02-02 18:00:00,0,0.0,4,0
1616,B,2025-02-02 18:00:00,0,0.0,6,0
1693,A,2025-02-02 18:00:00,1,12.361075084973617,7,1
18,B,2025-02-02 19:00:00,0,0.0,4,1
127,B,2025-02-02 19:00:00,0,0.0,6,2
211,B,2025-02-02 19:00:00,0,0.0,2,0
212,A,2025-02-02 19:00:00,0,0.0,3,0
228,B,2025-02-02 19:00:00,0,0.0,3,0
378,A,2025-02-02 19:00:00,0,0.0,5,0
689,B,2025-02-02 19:00:00,0,0.0,4,0
698,B,2025-02-02 19:00:00,0,0.0,5,0
712,B,2025-02-02 19:00:00,0,0.0,4,1
877,A,2025-02-02 19:00:00,0,0.0,9,0
878,A,2025-02-02 19:00:00,0,0.0,5,1
1008,A,2025-02-02 19:00:00,0,0.0,0,0
1088,A,2025-02-02 19:00:00,0,0.0,3,0
1123,B,2025-02-02 19:00:00,0,0.0,4,1
1487,B,2025-02-02 19:00:00,0,0.0,1,0
1552,B,2025-02-02 19:00:00,0,0.0,4,1
1803,A,2025-02-02 19:00:00,0,0.0,3,0
5,A,2025-02-02 20:00:00,0,0.0,5,1
80,A,2025-02-02 20:00:00,0,0.0,5,1
212,A,2025-02-02 20:00:00,0,0.0,3,0
372,A,2025-02-02 20:00:00,0,0.0,7,0
407,B,2025-02-02 20:00:00,0,0.0,9,0
584,A,2025-02-02 20:00:00,0,0.0,6,0
634,B,2025-02-02 20:00:00,0,0.0,3,1
716,B,2025-02-02 20:00:00,0,0.0,7,1
764,A,2025-02-02 20:00:00,0,0.0,5,0
902,B,2025-02-02 20:00:00,0,0.0,7,1
1002,B,2025-02-02 20:00:00,0,0.0,5,1
1073,A,2025-02-02 20:00:00,0,0.0,4,1
1261,B,2025-02-02 20:00:00,0,0.0,4,1
1346,A,2025-02-02 20:00:00,0,0.0,4,0
1884,A,2025-02-02 20:00:00,0,0.0,4,0
171,B,2025-02-03 09:00:00,0,0.0,3,0
416,A,2025-02-03 09:00:00,0,0.0,4,0
559,A,2025-02-03 09:00:00,0,0.0,6,1
978,B,2025-02-03 09:00:00,0,0.0,3,0
1060,A,2025-02-03 09:00:00,0,0.0,4,1
1227,A,2025-02-03 09:00:00,0,0.0,4,0
1245,A,2025-02-03 09:00:00,0,0.0,4,1
1262,A,2025-02-03 09:00:00,0,0.0,6,4
1306,B,2025-02-03 09:00:00,0,0.0,4,1
1433,A,2025-02-03 09:00:00,0,0.0,3,0
1461,B,2025-02-03 09:00:00,0,0.0,1,1
1465,A,2025-02-03 09:00:00,0,0.0,5,1
1591,A,2025-02-03 09:00:00,0,0.0,9,2
1802,A,2025-02-03 09:00:00,0,0.0,5,0
66,B,2025-02-03 10:00:00,0,0.0,5,0
98,A,2025-02-03 10:00:00,0,0.0,5,1
170,A,2025-02-03 10:00:00,0,0.0,3,1
332,A,2025-02-03 10:00:00,0,0.0,7,0
588,B,2025-02-03 10:00:00,1,18.229852892420986,6,1
954,B,2025-02-03 10:00:00,0,0.0,9,2
956,A,2025-02-03 10:00:00,0,0.0,0,0
1078,A,2025-02-03 10:00:00,0,0.0,0,0
1175,A,2025-02-03 10:00:00,0,0.0,6,0
1278,B,2025-02-03 10:00:00,1,17.480202265360283,8,2
1522,A,2025-02-03 10:00:00,0,0.0,5,1
1587,A,2025-02-03 10:00:00,0,0.0,3,0
1670,A,2025-02-03 10:00:00,0,0.0,4,0
1722,B,2025-02-03 10:00:00,0,0.0,7,1
1832,B,2025-02-03 10:00:00,0,0.0,0,0
2000,A,2025-02-03 10:00:00,0,0.0,5,0
50,A,2025-02-03 11:00:00,0,0.0,4,0
219,A,2025-02-03 11:00:00,1,20.383782847473753,7,0
279,A,2025-02-03 11:00:00,0,0.0,6,1
391,A,2025-02-03 11:00:00,0,0.0,4,0
555,A,2025-02-03 11:00:00,0,0.0,2,0
637,A,2025-02-03 11:00:00,0,0.0,7,1
697,A,2025-02-03 11:00:00,0,0.0,4,1
780,A,2025-02-03 11:00:00,0,0.0,4,0
902,B,2025-02-03 11:00:00,0,0.0,7,1
1128,A,2025-02-03 11:00:00,0,0.0,3,1
1202,B,2025-02-03 11:00:00,0,0.0,4,0
1268,A,2025-02-03 11:00:00,0,0.0,7,1
1411,B,2025-02-03 11:00:00,0,0.0,7,1
1478,B,2025-02-03 11:00:00,0,0.0,3,0
1567,A,2025-02-03 11:00:00,0,0.0,3,1
1638,B,2025-02-03 11:00:00,0,0.0,6,0
1786,B,2025-02-03 11:00:00,0,0.0,5,0
1876,B,2025-02-03 11:00:00,0,0.0,5,0
18,B,2025-02-03 12:00:00,0,0.0,4,1
142,B,2025-02-03 12:00:00,0,0.0,7,0
381,B,2025-02-03 12:00:00,0,0.0,4,2
419,A,2025-02-03 12:00:00,0,0.0,4,0
566,B,2025-02-03 12:00:00,0,0.0,2,0
638,A,2025-02-03 12:00:00,0,0.0,5,1
693,B,2025-02-03 12:00:00,0,0.0,6,2
738,B,2025-02-03 12:00:00,0,0.0,6,1
826,A,2025-02-03 12:00:00,0,0.0,5,2
941,B,2025-02-03 12:00:00,0,0.0,5,0
964,B,2025-02-03 12:00:00,0,0.0,3,0
996,A,2025-02-03 12:00:00,0,0.0,10,5
1133,B,2025-02-03 12:00:00,1,18.6182630960978,6,2
1138,B,2025-02-03 12:00:00,1,11.199338112902312,4,1
1226,A,2025-02-03 12:00:00,0,0.0,5,0
1300,B,2025-02-03 12:00:00,1,10.764499618844104,6,3
1493,A,2025-02-03 12:00:00,0,0.0,9,0
1687,B,2025-02-03 12:00:00,0,0.0,4,0
1732,A,2025-02-03 12:00:00,0,0.0,3,0
1809,A,2025-02-03 12:00:00,0,0.0,8,3
1925,B,2025-02-03 12:00:00,0,0.0,8,3
1936,B,2025-02-03 12:00:00,0,0.0,6,1
9,B,2025-02-03 13:00:00,0,0.0,3,0
80,A,2025-02-03 13:00:00,0,0.0,5,1
248,B,2025-02-03 13:00:00,0,0.0,2,0
462,A,2025-02-03 13:00:00,0,0.0,9,1
1021,A,2025-02-03 13:00:00,0,0.0,5,1
1030,A,2025-02-03 13:00:00,0,0.0,8,1
1084,A,2025-02-03 13:00:00,0,0.0,3,0
1223,B,2025-02-03 13:00:00,0,0.0,8,1
1684,A,2025-02-03 13:00:00,0,0.0,3,0
1714,B,2025-02-03 13:00:00,0,0.0,3,0
1739,B,2025-02-03 13:00:00,0,0.0,3,1
1752,B,2025-02-03 13:00:00,0,0.0,2,0
1836,A,2025-02-03 13:00:00,0,0.0,6,0
1873,A,2025-02-03 13:00:00,0,0.0,2,0
56,A,2025-02-03 14:00:00,0,0.0,2,0
67,B,2025-02-03 14:00:00,0,0.0,4,0
504,A,2025-02-03 14:00:00,0,0.0,3,0
543,A,2025-02-03 14:00:00,0,0.0,5,1
790,B,2025-02-03 14:00:00,0,0.0,4,1
1660,A,2025-02-03 14:00:00,0,0.0,2,0
1783,B,2025-02-03 14:00:00,0,0.0,4,1
1861,A,2025-02-03 14:00:00,0,0.0,4,1
1871,A,2025-02-03 14:00:00,0,0.0,6,1
256,A,2025-02-03 15:00:00,0,0.0,5,1
431,B,2025-02-03 15:00:00,0,0.0,3,1
481,A,2025-02-03 15:00:00,0,0.0,7,1
499,B,2025-02-03 15:00:00,0,0.0,5,1
613,B,2025-02-03 15:00:00,0,0.0,4,0
689,B,2025-02-03 15:00:00,0,0.0,4,0
721,A,2025-02-03 15:00:00,0,0.0,8,2
953,B,2025-02-03 15:00:00,0,0.0,3,0
1022,B,2025-02-03 15:00:00,0,0.0,6,1
1026,B,2025-02-03 15:00:00,0,0.0,3,0
1402,B,2025-02-03 15:00:00,0,0.0,3,1
1563,A,2025-02-03 15:00:00,0,0.0,5,1
1615,B,2025-02-03 15:00:00,0,0.0,6,0
1637,B,2025-02-03 15:00:00,0,0.0,5,2
1670,A,2025-02-03 15:00:00,0,0.0,4,0
1746,A,2025-02-03 15:00:00,0,0.0,9,0
1868,A,2025-02-03 15:00:00,0,0.0,6,0
1,B,2025-02-03 16:00:00,0,0.0,2,0
43,A,2025-02-03 16:00:00,0,0.0,7,0
100,B,2025-02-03 16:00:00,1,13.521685885831126,7,1
131,B,2025-02-03 16:00:00,0,0.0,8,2
133,B,2025-02-03 16:00:00,0,0.0,8,1
455,B,2025-02-03 16:00:00,0,0.0,1,0
609,B,2025-02-03 16:00:00,0,0.0,3,0
918,A,2025-02-03 16:00:00,0,0.0,2,0
1075,A,2025-02-03 16:00:00,0,0.0,8,4
1150,A,2025-02-03 16:00:00,0,0.0,3,0
1268,A,2025-02-03 16:00:00,1,7.650935527700784,7,1
1300,B,2025-02-03 16:00:00,0,0.0,6,3
1393,B,2025-02-03 16:00:00,0,0.0,6,0
1429,B,2025-02-03 16:00:00,0,0.0,9,0
1464,A,2025-02-03 16:00:00,0,0.0,8,1
1512,A,2025-02-03 16:00:00,0,0.0,6,0
1776,B,2025-02-03 16:00:00,0,0.0,5,0
1823,A,2025-02-03 16:00:00,0,0.0,5,0
37,A,2025-02-03 17:00:00,1,13.576806319138852,3,1
